day,hour,is_weekend,is_raining,incident,edge_id,origin,destination,length_km,speed_limit_kmph,congestion_level
37,22,0,0,0,31,Jn-24,Jn-34,2.39,40,0.125
37,22,0,0,0,32,Jn-25,Jn-35,2.29,60,0.145
37,22,0,0,0,33,Jn-30,Jn-31,1.14,50,0.05
37,22,0,0,0,34,Jn-30,Jn-40,1.49,50,0.145
37,22,0,0,0,35,Jn-31,Jn-32,1.41,50,0.083
37,22,0,0,0,36,Jn-31,Jn-41,1.18,40,0.194
37,22,0,0,0,37,Jn-32,Koramangala,2.08,50,0.177
37,22,0,0,0,38,Jn-32,Jn-42,1.74,30,0.127
37,22,0,0,0,39,Koramangala,Jn-34,1.17,60,0.105
37,22,0,0,0,40,Koramangala,Jn-43,1.05,50,0.109
37,22,0,0,0,41,Jn-34,Jn-35,1.84,60,0.268
37,22,0,0,0,42,Jn-34,Jn-44,1.37,30,0.168
37,22,0,0,0,43,Jn-35,Jn-45,1.3,30,0.082
37,22,0,0,0,44,Jn-40,Jn-41,1.43,40,0.262
37,22,0,0,0,45,Jn-40,Silk Board,1.94,40,0.186
37,22,0,0,0,46,Jn-41,Jn-42,2.31,60,0.127
37,22,0,0,0,47,Jn-41,Jn-51,1.62,40,0.158
37,22,0,0,0,48,Jn-42,Jn-43,2.21,60,0.121
37,22,0,0,0,49,Jn-42,Jn-52,2.36,30,0.129
37,22,0,0,0,50,Jn-43,Jn-44,1.64,60,0.195
37,22,0,0,0,51,Jn-43,Jn-53,1.46,40,0.05
37,22,0,0,0,52,Jn-44,Jn-45,1.63,30,0.26
37,22,0,0,0,53,Jn-44,Jn-54,1.4,60,0.181
37,22,0,0,0,54,Jn-45,Electronic City,1.48,60,0.172
37,22,0,0,0,55,Silk Board,Jn-51,1.61,40,0.158
37,22,0,0,0,56,Jn-51,Jn-52,2.44,40,0.245
37,22,0,0,0,57,Jn-52,Jn-53,2.07,30,0.067
37,22,0,0,0,58,Jn-53,Jn-54,1.06,30,0.272
37,22,0,0,0,59,Jn-54,Electronic City,1.62,50,0.112
37,23,0,0,0,0,Hebbal,Jn-01,1.56,30,0.1
37,23,0,0,0,1,Hebbal,Jn-10,2.17,30,0.054
37,23,0,0,0,2,Jn-01,Jn-02,1.23,50,0.198
37,23,0,0,0,3,Jn-01,Jn-11,1.5,60,0.179
37,23,0,0,0,4,Jn-02,Jn-03,1.03,40,0.217
37,23,0,0,0,5,Jn-02,Jn-12,2.41,40,0.05
37,23,0,0,0,6,Jn-03,Jn-04,1.28,60,0.137
37,23,0,0,0,7,Jn-03,Jn-13,1.01,30,0.135
37,23,0,0,0,8,Jn-04,KR Puram,1.92,40,0.05
37,23,0,0,0,9,Jn-04,Jn-14,2.46,50,0.163
37,23,0,0,0,10,KR Puram,Jn-15,2.18,50,0.111
37,23,0,0,0,11,Jn-10,Jn-11,2.47,30,0.055
37,23,0,0,0,12,Jn-10,Jn-20,1.91,30,0.17
37,23,0,0,0,13,Jn-11,Jn-12,1.02,30,0.231
37,23,0,0,0,14,Jn-11,Jn-21,2.21,30,0.05
37,23,0,0,0,15,Jn-12,Jn-13,1.35,60,0.191
37,23,0,0,0,16,Jn-12,MG Road,1.18,30,0.226
37,23,0,0,0,17,Jn-13,Jn-14,1.26,30,0.05
37,23,0,0,0,18,Jn-13,Jn-23,1.99,40,0.131
37,23,0,0,0,19,Jn-14,Jn-15,1.31,60,0.122
37,23,0,0,0,20,Jn-14,Jn-24,2.45,40,0.142
37,23,0,0,0,21,Jn-15,Jn-25,1.59,60,0.05
37,23,0,0,0,22,Jn-20,Jn-21,2.38,60,0.17
37,23,0,0,0,23,Jn-20,Jn-30,1.78,40,0.158
37,23,0,0,0,24,Jn-21,MG Road,1.58,40,0.158
37,23,0,0,0,25,Jn-21,Jn-31,1.88,30,0.124
37,23,0,0,0,26,MG Road,Jn-23,1.81,30,0.166
37,23,0,0,0,27,MG Road,Jn-32,1.25,30,0.164
37,23,0,0,0,28,Jn-23,Jn-24,2.16,60,0.154
37,23,0,0,0,29,Jn-23,Koramangala,1.02,50,0.199
37,23,0,0,0,30,Jn-24,Jn-25,2.09,30,0.105
37,23,0,0,0,31,Jn-24,Jn-34,2.39,40,0.126
37,23,0,0,0,32,Jn-25,Jn-35,2.29,60,0.218
37,23,0,0,0,33,Jn-30,Jn-31,1.14,50,0.141
37,23,0,0,0,34,Jn-30,Jn-40,1.49,50,0.192
37,23,0,0,0,35,Jn-31,Jn-32,1.41,50,0.109
37,23,0,0,0,36,Jn-31,Jn-41,1.18,40,0.181
37,23,0,0,0,37,Jn-32,Koramangala,2.08,50,0.156
37,23,0,0,0,38,Jn-32,Jn-42,1.74,30,0.204
37,23,0,0,0,39,Koramangala,Jn-34,1.17,60,0.074
37,23,0,0,0,40,Koramangala,Jn-43,1.05,50,0.129
37,23,0,0,0,41,Jn-34,Jn-35,1.84,60,0.243
37,23,0,0,0,42,Jn-34,Jn-44,1.37,30,0.228
37,23,0,0,0,43,Jn-35,Jn-45,1.3,30,0.088
37,23,0,0,0,44,Jn-40,Jn-41,1.43,40,0.149
37,23,0,0,0,45,Jn-40,Silk Board,1.94,40,0.178
37,23,0,0,0,46,Jn-41,Jn-42,2.31,60,0.121
37,23,0,0,0,47,Jn-41,Jn-51,1.62,40,0.194
37,23,0,0,0,48,Jn-42,Jn-43,2.21,60,0.121
37,23,0,0,0,49,Jn-42,Jn-52,2.36,30,0.148
37,23,0,0,0,50,Jn-43,Jn-44,1.64,60,0.163
37,23,0,0,0,51,Jn-43,Jn-53,1.46,40,0.146
37,23,0,0,0,52,Jn-44,Jn-45,1.63,30,0.218
37,23,0,0,0,53,Jn-44,Jn-54,1.4,60,0.258
37,23,0,0,0,54,Jn-45,Electronic City,1.48,60,0.12
37,23,0,0,0,55,Silk Board,Jn-51,1.61,40,0.265
37,23,0,0,0,56,Jn-51,Jn-52,2.44,40,0.18
37,23,0,0,0,57,Jn-52,Jn-53,2.07,30,0.112
37,23,0,0,0,58,Jn-53,Jn-54,1.06,30,0.223
37,23,0,0,0,59,Jn-54,Electronic City,1.62,50,0.172
38,0,0,0,0,0,Hebbal,Jn-01,1.56,30,0.083
38,0,0,0,0,1,Hebbal,Jn-10,2.17,30,0.145
38,0,0,0,0,2,Jn-01,Jn-02,1.23,50,0.148
38,0,0,0,0,3,Jn-01,Jn-11,1.5,60,0.209
38,0,0,0,0,4,Jn-02,Jn-03,1.03,40,0.249
38,0,0,0,0,5,Jn-02,Jn-12,2.41,40,0.123
38,0,0,0,0,6,Jn-03,Jn-04,1.28,60,0.186
38,0,0,0,0,7,Jn-03,Jn-13,1.01,30,0.103
38,0,0,0,0,8,Jn-04,KR Puram,1.92,40,0.052
38,0,0,0,0,9,Jn-04,Jn-14,2.46,50,0.087
38,0,0,0,0,10,KR Puram,Jn-15,2.18,50,0.108
38,0,0,0,0,11,Jn-10,Jn-11,2.47,30,0.067
38,0,0,0,0,12,Jn-10,Jn-20,1.91,30,0.119
38,0,0,0,0,13,Jn-11,Jn-12,1.02,30,0.214
38,0,0,0,0,14,Jn-11,Jn-21,2.21,30,0.064
38,0,0,0,0,15,Jn-12,Jn-13,1.35,60,0.18
38,0,0,0,0,16,Jn-12,MG Road,1.18,30,0.154
38,0,0,0,0,17,Jn-13,Jn-14,1.26,30,0.159
38,0,0,0,0,18,Jn-13,Jn-23,1.99,40,0.17
38,0,0,0,0,19,Jn-14,Jn-15,1.31,60,0.07
38,0,0,0,0,20,Jn-14,Jn-24,2.45,40,0.095
38,0,0,0,0,21,Jn-15,Jn-25,1.59,60,0.192
38,0,0,0,0,22,Jn-20,Jn-21,2.38,60,0.189
38,0,0,0,0,23,Jn-20,Jn-30,1.78,40,0.096
38,0,0,0,0,24,Jn-21,MG Road,1.58,40,0.108
38,0,0,0,0,25,Jn-21,Jn-31,1.88,30,0.106
38,0,0,0,0,26,MG Road,Jn-23,1.81,30,0.05
38,0,0,0,0,27,MG Road,Jn-32,1.25,30,0.249
38,0,0,0,0,28,Jn-23,Jn-24,2.16,60,0.1
38,0,0,0,0,29,Jn-23,Koramangala,1.02,50,0.193
38,0,0,0,0,30,Jn-24,Jn-25,2.09,30,0.242
38,0,0,0,0,31,Jn-24,Jn-34,2.39,40,0.082
38,0,0,0,0,32,Jn-25,Jn-35,2.29,60,0.173
38,0,0,0,0,33,Jn-30,Jn-31,1.14,50,0.118
38,0,0,0,0,34,Jn-30,Jn-40,1.49,50,0.152
38,0,0,0,0,35,Jn-31,Jn-32,1.41,50,0.213
38,0,0,0,0,36,Jn-31,Jn-41,1.18,40,0.184
38,0,0,0,0,37,Jn-32,Koramangala,2.08,50,0.219
38,0,0,0,0,38,Jn-32,Jn-42,1.74,30,0.201
38,0,0,0,0,39,Koramangala,Jn-34,1.17,60,0.112
38,0,0,0,0,40,Koramangala,Jn-43,1.05,50,0.177
38,0,0,0,0,41,Jn-34,Jn-35,1.84,60,0.236
38,0,0,0,0,42,Jn-34,Jn-44,1.37,30,0.138
38,0,0,0,0,43,Jn-35,Jn-45,1.3,30,0.075
38,0,0,0,0,44,Jn-40,Jn-41,1.43,40,0.223
38,0,0,0,0,45,Jn-40,Silk Board,1.94,40,0.102
38,0,0,0,0,46,Jn-41,Jn-42,2.31,60,0.128
38,0,0,0,0,47,Jn-41,Jn-51,1.62,40,0.138
38,0,0,0,0,48,Jn-42,Jn-43,2.21,60,0.176
38,0,0,0,0,49,Jn-42,Jn-52,2.36,30,0.05
38,0,0,0,0,50,Jn-43,Jn-44,1.64,60,0.153
38,0,0,0,0,51,Jn-43,Jn-53,1.46,40,0.169
38,0,0,0,0,52,Jn-44,Jn-45,1.63,30,0.191
38,0,0,0,0,53,Jn-44,Jn-54,1.4,60,0.274
38,0,0,0,0,54,Jn-45,Electronic City,1.48,60,0.165
38,0,0,0,0,55,Silk Board,Jn-51,1.61,40,0.237
38,0,0,0,0,56,Jn-51,Jn-52,2.44,40,0.136
38,0,0,0,0,57,Jn-52,Jn-53,2.07,30,0.127
38,0,0,0,0,58,Jn-53,Jn-54,1.06,30,0.217
38,0,0,0,0,59,Jn-54,Electronic City,1.62,50,0.111
38,1,0,0,0,0,Hebbal,Jn-01,1.56,30,0.05
38,1,0,0,0,1,Hebbal,Jn-10,2.17,30,0.173
38,1,0,0,0,2,Jn-01,Jn-02,1.23,50,0.111
38,1,0,0,0,3,Jn-01,Jn-11,1.5,60,0.173
38,1,0,0,0,4,Jn-02,Jn-03,1.03,40,0.129
38,1,0,0,0,5,Jn-02,Jn-12,2.41,40,0.05
38,1,0,0,0,6,Jn-03,Jn-04,1.28,60,0.116
38,1,0,0,0,7,Jn-03,Jn-13,1.01,30,0.187
38,1,0,0,0,8,Jn-04,KR Puram,1.92,40,0.05
38,1,0,0,0,9,Jn-04,Jn-14,2.46,50,0.126
38,1,0,0,0,10,KR Puram,Jn-15,2.18,50,0.121
38,1,0,0,0,11,Jn-10,Jn-11,2.47,30,0.056
38,1,0,0,0,12,Jn-10,Jn-20,1.91,30,0.114
38,1,0,0,0,13,Jn-11,Jn-12,1.02,30,0.207
38,1,0,0,0,14,Jn-11,Jn-21,2.21,30,0.05
38,1,0,0,0,15,Jn-12,Jn-13,1.35,60,0.183
38,1,0,0,0,16,Jn-12,MG Road,1.18,30,0.268
38,1,0,0,0,17,Jn-13,Jn-14,1.26,30,0.169
38,1,0,0,0,18,Jn-13,Jn-23,1.99,40,0.066
38,1,0,0,0,19,Jn-14,Jn-15,1.31,60,0.05
38,1,0,0,0,20,Jn-14,Jn-24,2.45,40,0.083
38,1,0,0,0,21,Jn-15,Jn-25,1.59,60,0.192
38,1,0,0,0,22,Jn-20,Jn-21,2.38,60,0.146
38,1,0,0,0,23,Jn-20,Jn-30,1.78,40,0.224
38,1,0,0,0,24,Jn-21,MG Road,1.58,40,0.162
38,1,0,0,0,25,Jn-21,Jn-31,1.88,30,0.165
38,1,0,0,0,26,MG Road,Jn-23,1.81,30,0.168
38,1,0,0,0,27,MG Road,Jn-32,1.25,30,0.187
38,1,0,0,0,28,Jn-23,Jn-24,2.16,60,0.091
38,1,0,0,0,29,Jn-23,Koramangala,1.02,50,0.247
38,1,0,0,0,30,Jn-24,Jn-25,2.09,30,0.102
38,1,0,0,0,31,Jn-24,Jn-34,2.39,40,0.092
38,1,0,0,0,32,Jn-25,Jn-35,2.29,60,0.174
38,1,0,0,0,33,Jn-30,Jn-31,1.14,50,0.147
38,1,0,0,0,34,Jn-30,Jn-40,1.49,50,0.154
38,1,0,0,0,35,Jn-31,Jn-32,1.41,50,0.134
38,1,0,0,0,36,Jn-31,Jn-41,1.18,40,0.156
38,1,0,0,0,37,Jn-32,Koramangala,2.08,50,0.16
38,1,0,0,0,38,Jn-32,Jn-42,1.74,30,0.253
38,1,0,0,0,39,Koramangala,Jn-34,1.17,60,0.103
38,1,0,0,0,40,Koramangala,Jn-43,1.05,50,0.127
38,1,0,0,0,41,Jn-34,Jn-35,1.84,60,0.24
38,1,0,0,0,42,Jn-34,Jn-44,1.37,30,0.143
38,1,0,0,0,43,Jn-35,Jn-45,1.3,30,0.05
38,1,0,0,0,44,Jn-40,Jn-41,1.43,40,0.189
38,1,0,0,0,45,Jn-40,Silk Board,1.94,40,0.119
38,1,0,0,0,46,Jn-41,Jn-42,2.31,60,0.177
38,1,0,0,0,47,Jn-41,Jn-51,1.62,40,0.186
38,1,0,0,0,48,Jn-42,Jn-43,2.21,60,0.159
38,1,0,0,0,49,Jn-42,Jn-52,2.36,30,0.091
38,1,0,0,0,50,Jn-43,Jn-44,1.64,60,0.132
38,1,0,0,0,51,Jn-43,Jn-53,1.46,40,0.138
38,1,0,0,0,52,Jn-44,Jn-45,1.63,30,0.128
38,1,0,0,0,53,Jn-44,Jn-54,1.4,60,0.257
38,1,0,0,0,54,Jn-45,Electronic City,1.48,60,0.196
38,1,0,0,0,55,Silk Board,Jn-51,1.61,40,0.243
38,1,0,0,0,56,Jn-51,Jn-52,2.44,40,0.186
38,1,0,0,0,57,Jn-52,Jn-53,2.07,30,0.087
38,1,0,0,0,58,Jn-53,Jn-54,1.06,30,0.24
38,1,0,0,0,59,Jn-54,Electronic City,1.62,50,0.083
38,2,0,0,0,0,Hebbal,Jn-01,1.56,30,0.074
38,2,0,0,0,1,Hebbal,Jn-10,2.17,30,0.065
38,2,0,0,0,2,Jn-01,Jn-02,1.23,50,0.123
38,2,0,0,0,3,Jn-01,Jn-11,1.5,60,0.155
38,2,0,0,0,4,Jn-02,Jn-03,1.03,40,0.217
38,2,0,0,0,5,Jn-02,Jn-12,2.41,40,0.066
38,2,0,0,0,6,Jn-03,Jn-04,1.28,60,0.172
38,2,0,0,0,7,Jn-03,Jn-13,1.01,30,0.149
38,2,0,0,0,8,Jn-04,KR Puram,1.92,40,0.135
38,2,0,0,0,9,Jn-04,Jn-14,2.46,50,0.164
38,2,0,0,0,10,KR Puram,Jn-15,2.18,50,0.061
38,2,0,0,0,11,Jn-10,Jn-11,2.47,30,0.077
38,2,0,0,0,12,Jn-10,Jn-20,1.91,30,0.178
38,2,0,0,0,13,Jn-11,Jn-12,1.02,30,0.185
38,2,0,0,0,14,Jn-11,Jn-21,2.21,30,0.136
38,2,0,0,0,15,Jn-12,Jn-13,1.35,60,0.198
38,2,0,0,0,16,Jn-12,MG Road,1.18,30,0.226
38,2,0,0,0,17,Jn-13,Jn-14,1.26,30,0.157
38,2,0,0,0,18,Jn-13,Jn-23,1.99,40,0.191
38,2,0,0,0,19,Jn-14,Jn-15,1.31,60,0.11
38,2,0,0,0,20,Jn-14,Jn-24,2.45,40,0.181
38,2,0,0,0,21,Jn-15,Jn-25,1.59,60,0.124
38,2,0,0,0,22,Jn-20,Jn-21,2.38,60,0.196
38,2,0,0,0,23,Jn-20,Jn-30,1.78,40,0.144
38,2,0,0,0,24,Jn-21,MG Road,1.58,40,0.261
38,2,0,0,0,25,Jn-21,Jn-31,1.88,30,0.107
38,2,0,0,0,26,MG Road,Jn-23,1.81,30,0.176
38,2,0,0,0,27,MG Road,Jn-32,1.25,30,0.265
38,2,0,0,0,28,Jn-23,Jn-24,2.16,60,0.121
38,2,0,0,0,29,Jn-23,Koramangala,1.02,50,0.112
38,2,0,0,0,30,Jn-24,Jn-25,2.09,30,0.154
38,2,0,0,0,31,Jn-24,Jn-34,2.39,40,0.094
38,2,0,0,0,32,Jn-25,Jn-35,2.29,60,0.184
38,2,0,0,0,33,Jn-30,Jn-31,1.14,50,0.139
38,2,0,0,0,34,Jn-30,Jn-40,1.49,50,0.171
38,2,0,0,0,35,Jn-31,Jn-32,1.41,50,0.185
38,2,0,0,0,36,Jn-31,Jn-41,1.18,40,0.237
38,2,0,0,0,37,Jn-32,Koramangala,2.08,50,0.236
38,2,0,0,0,38,Jn-32,Jn-42,1.74,30,0.154
38,2,0,0,0,39,Koramangala,Jn-34,1.17,60,0.134
38,2,0,0,0,40,Koramangala,Jn-43,1.05,50,0.204
38,2,0,0,0,41,Jn-34,Jn-35,1.84,60,0.322
38,2,0,0,0,42,Jn-34,Jn-44,1.37,30,0.181
38,2,0,0,0,43,Jn-35,Jn-45,1.3,30,0.136
38,2,0,0,0,44,Jn-40,Jn-41,1.43,40,0.23
38,2,0,0,0,45,Jn-40,Silk Board,1.94,40,0.201
38,2,0,0,0,46,Jn-41,Jn-42,2.31,60,0.157
38,2,0,0,0,47,Jn-41,Jn-51,1.62,40,0.096
38,2,0,0,0,48,Jn-42,Jn-43,2.21,60,0.146
38,2,0,0,0,49,Jn-42,Jn-52,2.36,30,0.126
38,2,0,0,0,50,Jn-43,Jn-44,1.64,60,0.11
38,2,0,0,0,51,Jn-43,Jn-53,1.46,40,0.097
38,2,0,0,0,52,Jn-44,Jn-45,1.63,30,0.166
38,2,0,0,0,53,Jn-44,Jn-54,1.4,60,0.234
38,2,0,0,0,54,Jn-45,Electronic City,1.48,60,0.156
38,2,0,0,0,55,Silk Board,Jn-51,1.61,40,0.238
38,2,0,0,0,56,Jn-51,Jn-52,2.44,40,0.148
38,2,0,0,0,57,Jn-52,Jn-53,2.07,30,0.128
38,2,0,0,0,58,Jn-53,Jn-54,1.06,30,0.241
38,2,0,0,0,59,Jn-54,Electronic City,1.62,50,0.072
38,3,0,0,0,0,Hebbal,Jn-01,1.56,30,0.052
38,3,0,0,0,1,Hebbal,Jn-10,2.17,30,0.136
38,3,0,0,0,2,Jn-01,Jn-02,1.23,50,0.154
38,3,0,0,0,3,Jn-01,Jn-11,1.5,60,0.144
38,3,0,0,0,4,Jn-02,Jn-03,1.03,40,0.171
38,3,0,0,0,5,Jn-02,Jn-12,2.41,40,0.126
38,3,0,0,0,6,Jn-03,Jn-04,1.28,60,0.136
38,3,0,0,0,7,Jn-03,Jn-13,1.01,30,0.187
38,3,0,0,0,8,Jn-04,KR Puram,1.92,40,0.108
38,3,0,0,0,9,Jn-04,Jn-14,2.46,50,0.182
38,3,0,0,0,10,KR Puram,Jn-15,2.18,50,0.144
38,3,0,0,0,11,Jn-10,Jn-11,2.47,30,0.11
38,3,0,0,0,12,Jn-10,Jn-20,1.91,30,0.234
38,3,0,0,0,13,Jn-11,Jn-12,1.02,30,0.206
38,3,0,0,0,14,Jn-11,Jn-21,2.21,30,0.068
38,3,0,0,0,15,Jn-12,Jn-13,1.35,60,0.23
38,3,0,0,0,16,Jn-12,MG Road,1.18,30,0.258
38,3,0,0,0,17,Jn-13,Jn-14,1.26,30,0.112
38,3,0,0,0,18,Jn-13,Jn-23,1.99,40,0.112
38,3,0,0,0,19,Jn-14,Jn-15,1.31,60,0.09
38,3,0,0,0,20,Jn-14,Jn-24,2.45,40,0.227
38,3,0,0,0,21,Jn-15,Jn-25,1.59,60,0.174
38,3,0,0,0,22,Jn-20,Jn-21,2.38,60,0.209
38,3,0,0,0,23,Jn-20,Jn-30,1.78,40,0.138
38,3,0,0,0,24,Jn-21,MG Road,1.58,40,0.174
38,3,0,0,0,25,Jn-21,Jn-31,1.88,30,0.146
38,3,0,0,0,26,MG Road,Jn-23,1.81,30,0.12
38,3,0,0,0,27,MG Road,Jn-32,1.25,30,0.217
38,3,0,0,0,28,Jn-23,Jn-24,2.16,60,0.188
38,3,0,0,0,29,Jn-23,Koramangala,1.02,50,0.176
38,3,0,0,0,30,Jn-24,Jn-25,2.09,30,0.191
38,3,0,0,0,31,Jn-24,Jn-34,2.39,40,0.141
38,3,0,0,0,32,Jn-25,Jn-35,2.29,60,0.169
38,3,0,0,0,33,Jn-30,Jn-31,1.14,50,0.158
38,3,0,0,0,34,Jn-30,Jn-40,1.49,50,0.105
38,3,0,0,0,35,Jn-31,Jn-32,1.41,50,0.161
38,3,0,0,0,36,Jn-31,Jn-41,1.18,40,0.258
38,3,0,0,0,37,Jn-32,Koramangala,2.08,50,0.287
38,3,0,0,0,38,Jn-32,Jn-42,1.74,30,0.235
38,3,0,0,0,39,Koramangala,Jn-34,1.17,60,0.105
38,3,0,0,0,40,Koramangala,Jn-43,1.05,50,0.176
38,3,0,0,0,41,Jn-34,Jn-35,1.84,60,0.244
38,3,0,0,0,42,Jn-34,Jn-44,1.37,30,0.08
38,3,0,0,0,43,Jn-35,Jn-45,1.3,30,0.05
38,3,0,0,0,44,Jn-40,Jn-41,1.43,40,0.218
38,3,0,0,0,45,Jn-40,Silk Board,1.94,40,0.173
38,3,0,0,0,46,Jn-41,Jn-42,2.31,60,0.098
38,3,0,0,0,47,Jn-41,Jn-51,1.62,40,0.177
38,3,0,0,0,48,Jn-42,Jn-43,2.21,60,0.154
38,3,0,0,0,49,Jn-42,Jn-52,2.36,30,0.052
38,3,0,0,0,50,Jn-43,Jn-44,1.64,60,0.079
38,3,0,0,0,51,Jn-43,Jn-53,1.46,40,0.141
38,3,0,0,0,52,Jn-44,Jn-45,1.63,30,0.208
38,3,0,0,0,53,Jn-44,Jn-54,1.4,60,0.213
38,3,0,0,0,54,Jn-45,Electronic City,1.48,60,0.142
38,3,0,0,0,55,Silk Board,Jn-51,1.61,40,0.284
38,3,0,0,0,56,Jn-51,Jn-52,2.44,40,0.212
38,3,0,0,0,57,Jn-52,Jn-53,2.07,30,0.115
38,3,0,0,0,58,Jn-53,Jn-54,1.06,30,0.299
38,3,0,0,0,59,Jn-54,Electronic City,1.62,50,0.126
38,4,0,0,0,0,Hebbal,Jn-01,1.56,30,0.145
38,4,0,0,0,1,Hebbal,Jn-10,2.17,30,0.066
38,4,0,0,0,2,Jn-01,Jn-02,1.23,50,0.093
38,4,0,0,0,3,Jn-01,Jn-11,1.5,60,0.153
38,4,0,0,0,4,Jn-02,Jn-03,1.03,40,0.209
38,4,0,0,0,5,Jn-02,Jn-12,2.41,40,0.102
38,4,0,0,0,6,Jn-03,Jn-04,1.28,60,0.166
38,4,0,0,0,7,Jn-03,Jn-13,1.01,30,0.134
38,4,0,0,0,8,Jn-04,KR Puram,1.92,40,0.092
38,4,0,0,0,9,Jn-04,Jn-14,2.46,50,0.198
38,4,0,0,0,10,KR Puram,Jn-15,2.18,50,0.115
38,4,0,0,0,11,Jn-10,Jn-11,2.47,30,0.05
38,4,0,0,0,12,Jn-10,Jn-20,1.91,30,0.214
38,4,0,0,0,13,Jn-11,Jn-12,1.02,30,0.205
38,4,0,0,0,14,Jn-11,Jn-21,2.21,30,0.131
38,4,0,0,0,15,Jn-12,Jn-13,1.35,60,0.162
38,4,0,0,0,16,Jn-12,MG Road,1.18,30,0.265
38,4,0,0,0,17,Jn-13,Jn-14,1.26,30,0.094
38,4,0,0,0,18,Jn-13,Jn-23,1.99,40,0.178
38,4,0,0,0,19,Jn-14,Jn-15,1.31,60,0.096
38,4,0,0,0,20,Jn-14,Jn-24,2.45,40,0.119
38,4,0,0,0,21,Jn-15,Jn-25,1.59,60,0.237
38,4,0,0,0,22,Jn-20,Jn-21,2.38,60,0.137
38,4,0,0,0,23,Jn-20,Jn-30,1.78,40,0.096
38,4,0,0,0,24,Jn-21,MG Road,1.58,40,0.116
38,4,0,0,0,25,Jn-21,Jn-31,1.88,30,0.104
38,4,0,0,0,26,MG Road,Jn-23,1.81,30,0.131
38,4,0,0,0,27,MG Road,Jn-32,1.25,30,0.22
38,4,0,0,0,28,Jn-23,Jn-24,2.16,60,0.141
38,4,0,0,0,29,Jn-23,Koramangala,1.02,50,0.122
38,4,0,0,0,30,Jn-24,Jn-25,2.09,30,0.168
38,4,0,0,0,31,Jn-24,Jn-34,2.39,40,0.05
38,4,0,0,0,32,Jn-25,Jn-35,2.29,60,0.128
38,4,0,0,0,33,Jn-30,Jn-31,1.14,50,0.118
38,4,0,0,0,34,Jn-30,Jn-40,1.49,50,0.169
38,4,0,0,0,35,Jn-31,Jn-32,1.41,50,0.166
38,4,0,0,0,36,Jn-31,Jn-41,1.18,40,0.156
38,4,0,0,0,37,Jn-32,Koramangala,2.08,50,0.179
38,4,0,0,0,38,Jn-32,Jn-42,1.74,30,0.279
38,4,0,0,0,39,Koramangala,Jn-34,1.17,60,0.092
38,4,0,0,0,40,Koramangala,Jn-43,1.05,50,0.144
38,4,0,0,0,41,Jn-34,Jn-35,1.84,60,0.138
38,4,0,0,0,42,Jn-34,Jn-44,1.37,30,0.168
38,4,0,0,0,43,Jn-35,Jn-45,1.3,30,0.05
38,4,0,0,0,44,Jn-40,Jn-41,1.43,40,0.113
38,4,0,0,0,45,Jn-40,Silk Board,1.94,40,0.194
38,4,0,0,0,46,Jn-41,Jn-42,2.31,60,0.13
38,4,0,0,0,47,Jn-41,Jn-51,1.62,40,0.096
38,4,0,0,0,48,Jn-42,Jn-43,2.21,60,0.078
38,4,0,0,0,49,Jn-42,Jn-52,2.36,30,0.082
38,4,0,0,0,50,Jn-43,Jn-44,1.64,60,0.212
38,4,0,0,0,51,Jn-43,Jn-53,1.46,40,0.169
38,4,0,0,0,52,Jn-44,Jn-45,1.63,30,0.208
38,4,0,0,0,53,Jn-44,Jn-54,1.4,60,0.27
38,4,0,0,0,54,Jn-45,Electronic City,1.48,60,0.225
38,4,0,0,0,55,Silk Board,Jn-51,1.61,40,0.233
38,4,0,0,0,56,Jn-51,Jn-52,2.44,40,0.203
38,4,0,0,0,57,Jn-52,Jn-53,2.07,30,0.123
38,4,0,0,0,58,Jn-53,Jn-54,1.06,30,0.148
38,4,0,0,0,59,Jn-54,Electronic City,1.62,50,0.134
38,5,0,0,0,0,Hebbal,Jn-01,1.56,30,0.085
38,5,0,0,0,1,Hebbal,Jn-10,2.17,30,0.05
38,5,0,0,0,2,Jn-01,Jn-02,1.23,50,0.118
38,5,0,0,0,3,Jn-01,Jn-11,1.5,60,0.165
38,5,0,0,0,4,Jn-02,Jn-03,1.03,40,0.225
38,5,0,0,0,5,Jn-02,Jn-12,2.41,40,0.101
38,5,0,0,0,6,Jn-03,Jn-04,1.28,60,0.143
38,5,0,0,0,7,Jn-03,Jn-13,1.01,30,0.072
38,5,0,0,0,8,Jn-04,KR Puram,1.92,40,0.077
38,5,0,0,0,9,Jn-04,Jn-14,2.46,50,0.155
38,5,0,0,0,10,KR Puram,Jn-15,2.18,50,0.159
38,5,0,0,0,11,Jn-10,Jn-11,2.47,30,0.119
38,5,0,0,0,12,Jn-10,Jn-20,1.91,30,0.092
38,5,0,0,0,13,Jn-11,Jn-12,1.02,30,0.234
38,5,0,0,0,14,Jn-11,Jn-21,2.21,30,0.076
38,5,0,0,0,15,Jn-12,Jn-13,1.35,60,0.135
38,5,0,0,0,16,Jn-12,MG Road,1.18,30,0.214
38,5,0,0,0,17,Jn-13,Jn-14,1.26,30,0.187
38,5,0,0,0,18,Jn-13,Jn-23,1.99,40,0.131
38,5,0,0,0,19,Jn-14,Jn-15,1.31,60,0.111
38,5,0,0,0,20,Jn-14,Jn-24,2.45,40,0.106
38,5,0,0,0,21,Jn-15,Jn-25,1.59,60,0.126
